57194375466,57211365771,0.2
14630854400,6603686887,0.142857142857143
57193844653,57194146935,0.5
55339243300,57194418236,0.0909090909090909
14630854400,56520983100,0.25
35723738500,56909576000,0.0526315789473684
6603538886,9235703200,0.166666666666667
7202485252,7202953420,0.0909090909090909
36998895200,57201190869,0.0909090909090909
56519409700,57202089609,0.25
57194571577,6701853261,0.25
15136810000,55926436900,0.2
35956711600,6701853261,0.142857142857143
56225913500,57200149917,0.2
55604492200,57199049198,0.166666666666667
57144015200,57200149917,0.166666666666667
57194759560,57216293611,0.111111111111111
23388121000,7102853204,0.1
56520983100,57197719364,0.2
25925359300,6701593553,0.166666666666667
14060612200,7004184392,0.916666666666667
48261570700,55339522500,2.03333333333333
16498801300,56225913500,0.166666666666667
56152457400,7004184392,0.166666666666667
57194759560,6602567116,0.25
36727458200,7102302593,0.25
55339243300,6603538886,0.25
57210706133,6602155179,0.25
55206503900,57196529673,0.166666666666667
57195602657,7101841106,0.2
12646442700,7004710405,0.2
35996035600,39262558900,0.1
35723738500,7004893698,0.2
56225913500,7003507586,0.2
57194375466,57210930849,0.25
25958170200,36012928800,1.04166666666667
57191493615,57201190869,0.25
14064177100,25958170200,0.166666666666667
57194375466,57194418236,0.25
14033877400,7004259889,0.1
55196116900,6505878570,0.1
57194375466,9235703200,0.166666666666667
57225193743,6603686887,0.2
56572360300,6603156741,0.25
35463856500,6506702696,0.166666666666667
55213891100,7003540219,0.142857142857143
25926634400,57203119863,0.0714285714285714
57202089609,7102853204,0.3
14064177100,57190442943,0.0714285714285714
35614855500,9241534000,0.783333333333333
6505878570,6506261002,0.592857142857143
55736896100,7601562455,0.2
55189867500,57225193743,0.25
12783091900,57203635760,0.166666666666667
16498801300,57194146935,0.80952380952381
21743521100,9636090900,0.166666666666667
56102265700,7004893698,0.125
57196529673,8876698900,0.111111111111111
22985918200,9241534000,0.333333333333333
57191493615,7006426672,0.1
55926436900,57201451821,1.08333333333333
12783091900,55912962800,0.666666666666667
57223203040,57226337838,0.333333333333333
14060612200,57210930849,0.1
57194375466,6603538886,0.4
15047396100,23388121000,0.25
22034355400,7004259889,0.25
56675400100,57186736200,0.05
56152457400,57210930849,0.0909090909090909
48261570700,6507295878,0.392857142857143
56519409700,7403104656,0.142857142857143
56122454100,7003540219,0.333333333333333
14060612200,9235703200,0.2
57203771475,7004893698,0.4
56152457400,9235703200,0.142857142857143
25824679500,26967843600,0.142857142857143
